pile_idx1,pile_idx2,pile_name1,pile_name2,term,term_idx,mds_xcoord,mds_ycoord,neighbors1,neighbors2,performances
23,33,happy,puppies,happy,66,0.15032262,0.51840025,"[7, 21, 76, 79, 102]","[14, 28, 32, 45, 50, 56, 64, 79, 80, 84, 85, 102]","[27, 30, 32, 33, 44, 45, 49, 50]"
27,22,loud,frenetic,harsh,67,-0.13880625,0.7410389,"[2, 13, 23, 69, 85, 92, 118]","[2, 3, 6, 61, 68, 70, 73, 74, 95, 113, 135]","[1, 8, 18, 43]"
21,22,fast,frenetic,hasty,68,-0.085504375,0.7696472,"[14, 20, 45, 51, 56, 64, 70, 73, 105, 113]","[2, 3, 6, 61, 67, 70, 73, 74, 95, 113, 135]","[1, 5, 11, 16, 17, 25, 26, 37, 46, 52]"
27,29,loud,melancholic,heavy,69,0.30168447,0.23800671,"[2, 13, 23, 67, 85, 92, 118]","[33, 34, 97, 114, 122, 149]","[3, 12, 18, 35, 36, 37, 39]"
21,22,fast,frenetic,hectic,70,-0.09437411,0.7783037,"[14, 20, 45, 51, 56, 64, 68, 73, 105, 113]","[2, 3, 6, 61, 67, 68, 73, 74, 95, 113, 135]","[1, 5, 25, 37, 41, 52]"
10,28,cold,machine-like,holding_back,71,0.74092436,-0.09032397,"[27, 30, 40, 107]","[27, 43, 88, 92, 93, 107, 109, 117, 127, 128, 133, 140, 143]","[24, 40]"
42,2,uneven,Gould2,idiosyncratic,72,0.5806495,0.586221,"[0, 15, 22, 80, 132, 141, 144, 145]","[51, 144]","[2, 52]"
21,22,fast,frenetic,impatient,73,-0.10334798,0.7705707,"[14, 20, 45, 51, 56, 64, 68, 70, 105, 113]","[2, 3, 6, 61, 67, 68, 70, 74, 95, 113, 135]","[13, 18, 32, 41]"
17,22,emotional,frenetic,impetuous,74,-0.2665833,0.62832516,"[48, 50, 55, 81, 84, 91, 94, 97, 99, 110]","[2, 3, 6, 61, 67, 68, 70, 73, 95, 113, 135]",[38]
1,20,Gould1,false,inappropriate,75,0.10106254,-0.81329864,"[10, 35, 37, 54, 78]","[54, 81]",[11]
23,8,happy,childhood,innocent,76,-0.11150072,-0.13129742,"[7, 21, 66, 79, 102]","[21, 46, 120]","[2, 3]"
26,0,intense,Beethoven,intense,77,-0.5679818,0.4561872,"[41, 49, 61, 139, 146]","[41, 48, 53, 98, 99, 103, 105, 110, 112, 123, 139]","[2, 17, 26, 38]"
1,11,Gould1,complex,ironic,78,0.09484142,-0.78520304,"[10, 35, 37, 54, 75]","[19, 29, 94]",[]
23,33,happy,puppies,joyful,79,0.14430864,0.49922144,"[7, 21, 66, 76, 102]","[14, 28, 32, 45, 50, 56, 64, 66, 80, 84, 85, 102]","[18, 31, 32, 49, 50]"
42,33,uneven,puppies,jumpy,80,0.36161253,0.5854844,"[0, 15, 22, 72, 132, 141, 144, 145]","[14, 28, 32, 45, 50, 56, 64, 66, 79, 84, 85, 102]","[2, 16]"
17,20,emotional,false,kitschy,81,-0.3182003,0.21616541,"[48, 50, 55, 74, 84, 91, 94, 97, 99, 110]","[54, 75]",[7]
